"facility_id","facility","location","town_or_city"
1043,"TYMOR FARM RECREATION PARK","DUNCAN RD LAGRANGEVILLE 12540","UNION VALE"
1044,"MIZKAN AMERICA INC - SODUS","7673 SODUS CENTER RD SODUS 14551","SODUS"
1045,"LITTLE BRITAIN ELEM SCH","1160 LITTLE BRITAIN RD NEW WINDSOR 12553","NEW WINDSOR"
1046,"S & S VAC & APPLIANCE","390 VIOLET AVE POUGHKEEPSIE 12601","HYDE PARK"
1047,"CAPTAINS COVE MOTEL AND MARINA","14339 ST RTE 18 & CO RD 98 WATERPORT 14571","CARLTON"
1048,"MOOG-ISP","6686 WALMORE RD WHEATFIELD 14304","WHEATFIELD"
1049,"ROYAL KEDEM WINERY-MARLBORO SITE","1519 US RTE 9W MILTON 12547","MARLBOROUGH"
1050,"ELMA TOWNE GRILLE","6650 CLINTON ST ELMA 14059","ELMA"
1051,"THREE VALLEY CAMPGROUND","9766 OLEAN RD HOLLAND","HOLLAND"
1052,"BALD EAGLE MARINA","1033 LAKELAND BEACH RD KENDALL 14476","KENDALL"
1053,"3D Rigging and Construction","435 CREBLE RD - FORMERLY LONG LN SELKIRK 12158","BETHLEHEM"
1054,"LAKESHORE VILLAS APTS","557 BROADWAY PORT EWEN","ESOPUS"
1055,"OWLS HEAD WASTEWATER RESOURCE RECOVERY FACILITY","6700 SHORE RD Brooklyn 11220","BROOKLYN"
1056,"BREWSTER TOWN CENTRE","NY RTE 22 - E SIDE - N OF HAMMOND RD SEARS CORNERS","SOUTHEAST"
1057,"TUSCARORA SCOUT RES AND BOY SCOUT QUARRY #1","205 SUMMIT LAKE RD WINDSOR 13865","SANFORD"
1058,"WHITEFACE MOUNTAIN SKI CENTER","5021 ST RTE 86|Entrance to ski center is 5000 ft W of Fox Farm Rd Wilmington 12997","WILMINGTON"
1059,"CARTHAGE ENERGY COGEN FACILITY","701 W END AVE Wilna 13619","WILNA"
1060,"RIVERVIEW LANDING STP","RIVERVIEW RD - 0.5 MI E OF GROOMS RD CLIFTON PARK 12065","CLIFTON PARK"
1061,"MAYER BROTHERS SOMERSET","7389 LAKE RD BARKER 14012","SOMERSET"
1062,"TONAWANDA TERMINAL","3733 RIVER RD TONAWANDA 14150","TONAWANDA"
1063,"AURORA MOBILE HOME PARK","1021 OLEAN RD AURORA 14052","AURORA"
1064,"CONEY ISLAND WASTEWATER RESOURCE RECOVERY FACILITY","2591 KNAPP ST BROOKLYN 11235","BROOKLYN"
1065,"THE THOUSAND ISLANDS CLUB SEWER COMPANY","CO RTE 100 - WELLESLEY ISLAND ALEXANDRIA BAY 13607","ALEXANDRIA"
1066,"6050 S Main St Apts","6050 S Main St Sandy Creek 13145","SANDY CREEK"
1067,"HURLEY MOUNTAIN INN","OLD RTE 209 & WYNKOOP PL Hurley","HURLEY"
1068,"DUTCH VILLAGE MOBILE HOME PARK","440 ST RTE 66 CLAVERACK 12513","CLAVERACK"
1069,"Marvin Lake Ontario Property","27301 Park Dr Chaumont 13622","LYME"
1070,"TOM GREENAUER DEVELOPMENT INC","2699 TRANSIT RD ELMA 14059","ELMA"
1071,"OGDENSBURG QUARRY","701 CEDAR ST Ogdensburg;oswegatchie 13669","OGDENSBURG:OSWEGATCHIE"
1072,"MARSHFIELD LAKE ONTARIO PROPERTY","27309 PARK DR CHAUMONT 13622","LYME"
1073,"COUNCIL MEADOWS WWTP","126 COUNCIL MEADOWS BURNT HILLS 12027","BALLSTON"
1074,"LAWRENCE ST ARC RESIDENCE","LAWRENCE ST ROME 13440","ROME"
1075,"CON ED - ASTORIA FACILITY","31-01 20TH AVE|(North side of 20th Avenue & West side of Luyster Creek) Queens (6301) 11105","QUEENS"
1076,"RED HOOK WASTEWATER RESOURCE RECOVERY FACILITY","63 FLUSHING AVE BROOKLYN 11205","BROOKLYN"
1077,"PERRYS ICE CREAM","1 ICE CREAM PLZ AKRON 14001","NEWSTEAD"
1078,"POTSDAM SEWER DISTRICT NO 1 STP","SISSONVILLE RD UNIONVILLE 13676","POTSDAM"
1079,"EASTERN NEW YORK LABORERS TRAINING CENTER","WEMPLE RD GLENMONT 12054","BETHLEHEM"
1080,"FCINA - DELHI","40196 ST HWY 10 DELHI 13753","DELHI"
1081,"Utica Academy of Science Charter School","160 SCHOOL LN FRANKFORT","FRANKFORT"
1082,"WESTFIELD - LAKE ERIE KOA KAMPGROUND","8001 ST RTE 5|E LAKE RD WESTFIELD 14787","WESTFIELD"
1083,"NEWTOWN CREEK WASTEWATER RESOURCE RECOVERY FACILITY","329-69 GREENPOINT AVE Brooklyn (6101) 11222","BROOKLYN"
1084,"JAMAICA WASTEWATER RESOURCE RECOVERY FACILTY","150-20 134TH ST Queens (6308) 11430","QUEENS"
1085,"WARDS ISLAND WASTEWATER RESOURCE RECOVERY FACILITY","WARDS ISLAND - E SIDE Manhattan 10035","MANHATTAN"
1086,"26TH WARD WASTEWATER RESOURCE RECOVERY FACILITY","122-68 Flatlands Ave BROOKLYN 12207","BROOKLYN"
1087,"HUNTS POINT WASTEWATER RESOURCE RECOVERY FACILITY","COSTER ST & RYAWA AVE Bronx 10474","BRONX"
1088,"TALLMAN ISLAND WASTEWATER RESOURCE RECOVERY FACILITY","127-01 Powells Cove Blvd QUEENS 11356","QUEENS"
1089,"ORLEANS COUNTY MARINE PARK","POINT BREEZE RD KENT 14477","CARLTON"
1090,"BOWERY BAY WASTEWATER RESOURCE RECOVERY FACILITY","43-10 BERRIAN BLVD ASTORIA 11105","QUEENS"
1091,"ROCKAWAY WASTEWATER RESOURCE RECOVERY FACILITY","106-21 BEACH CHANNEL DR ROCKAWAY 11694","QUEENS"
1092,"OAKWOOD BEACH WASTEWATER RESOURCE RECOVERY FACILITY","751 MILL RD Staten Island 10306","STATEN ISLAND"
1093,"PORT RICHMOND WASTEWATER RESOURCE RECOVERY FACILITY","1801 RICHMOND TER Staten Island 10310","STATEN ISLAND"
1094,"NORTH RIVER WASTEWATER RESOURCE RECOVERY FACILITY","725 W 135TH ST Manhattan (6202) 10031","MANHATTAN"
1095,"PIONEER VILLAGE MOBILE HOME PARK","11958 RTE 16|N OF ELTON CRK YORKSHIRE 14173","YORKSHIRE"
1096,"Former IBM Kingston Remediation","ENTERPRISE DR KINGSTON 12401","ULSTER"
1097,"MAPLE RIDGE COMMUNITY","10 HELLBROOK LN ULSTER PARK 12487","ESOPUS"
1098,"FISHKILL JOINT LANDFILL LEACHATE COLLECTION","VAN WYCK LAKE RD & I-84 FISHKILL 12524","FISHKILL"
1099,"CHENANGO NORTHGATE WWTP","ST RTE 12 & US RTE 11|S OF CASTLE CREEK BINGHAMTON 13901","CHENANGO"
1100,"GOLDEN HILL STATE PARK","LOWER LAKE RD AT THIRTY-MILE POINT SOMERSET 14012","SOMERSET"
1101,"SUMMIT CLUB AT ARMONK","568 Bedford Rd Armonk 10504","NORTH CASTLE"
1102,"CHERRY CREEK WASTEWATER TREATMENT PLANT","SOUTHSIDE AVE CHERRY CREEK 14723","CHERRY CREEK"
1103,"SKF AEROENGINE NORTH AMERICA","ONE MAROCO RD FALCONER 14733","ELLICOTT"
1104,"CARRIE E TOMPKINS ES & BUS GARAGE","10 GERSTEIN ST CROTON-ON-HUDSON 10520","CORTLANDT"
1105,"PARTRIDGE ACRES MOBILE VILLAGE","481 CO RTE 11 WEST MONROE 13167","WEST MONROE"
1106,"KINNEBROOK MOBILE HOME PARK","ST RTE 17B & HAMILTON RD MONTICELLO","THOMPSON"
1107,"CITY OF SYRACUSE DEPT OF ENG/WATER DIV","20 W GENESEE ST|SKANEATELES LAKE SKANEATELES 13152","SKANEATELES"
1108,"NYCEDC - NEW STAPLETON WATERFRONT DEVELOPMENT","Front St & Hannah St|Waterfront Along Upper Bay- Hannah Street to Vanderbilt STATEN ISLAND 10305","STATEN ISLAND"
1109,"LANZI'S ON THE LAKE","1751 ST RTE 30 MAYFIELD 12117","MAYFIELD"
1110,"BUFFALO TERMINAL","625 ELK ST BUFFALO 14210","BUFFALO"
1111,"SAFETY-KLEEN COHOES SERVICE CENTER","17 GREEN MOUNTAIN DR COHOES 12047","COLONIE"
1112,"SHIVTEINU","638 SQUIRREL HILL RD GREENE 13746","GREENE"
1113,"T & T APARTMENTS","2693 NEW SCOTLAND RD VOORHEESVILLE 12186","NEW SCOTLAND"
1114,"HILTON PROPERTY","141 E SLATE HILL RD SHARON SPRINGS 13459","SHARON"
1115,"KENT RESIDENT ENGINEER'S HQ","106 LUDINGTONVILLE RD Kent 12531","KENT"
1116,"Camp Bnos Satmar of Boro Park","222 Swiss Hill Rd Kenoza Lake 12750","DELAWARE"
1117,"BREWSTER HIGH SCHOOL","50 FOGGINTOWN RD BREWSTER","SOUTHEAST"
1118,"COBLESKILL-V-WATER POLL CONTROL PLANT","EAST MACARTHUR AVE COBLESKILL 12043","COBLESKILL"
1119,"59 Anthony Street APARTMENTS","ANTHONY ST EXT HILLSDALE 12529","COPAKE:HILLSDALE"
1120,"SCHROON LAKE WWTP","49 FOWLER AVE SCHROON LAKE 12870","SCHROON"
1121,"WESTPORT WWTP","18 MARKS RD WESTPORT 12993","WESTPORT"
1122,"FAMILY & FRIENDS COTTAGES","251 ROCK HILL RD HIGH FALLS 12440","ROCHESTER"
1123,"WEST LEYDEN ELEMENTARY SCHOOL","1157 FISH CREEK RD WEST LEYDEN 13309","LEWIS"
1124,"FALKE QUARRY","395 Falke Rd Prattsville 12468","LEXINGTON:PRATTSVILLE"
1125,"SUNNY CREEK ESTATES","824 STATE ST MUMFORD 14511","WHEATLAND"
1126,"DENVER SEWER CORP WWTP-ROXBURY RUN VILL","PINES DR ROXBURY 12474","ROXBURY"
1127,"STEWART'S SHOP #492","788 HELDERBERG TRL EAST BERNE 12059","BERNE"
1128,"KM PHOENIX HOLDINGS LLC - BROOKLYN TERMINAL","125 APOLLO ST Brooklyn (6101) 11222","BROOKLYN"
1129,"GLOBAL LOGISTICS PARK WEST CAMPUS","500 WESTERN AVE AND GULF AVE B 1760 L 115 Staten Island (6401) 10303","STATEN ISLAND"
1130,"KINGS BAY RESORT","1 POINT AU FER RD ROUSES POINT 12979","CHAMPLAIN"
1131,"CONWAY PROPERTY","157 SHORE DR ROCHESTER 14622","IRONDEQUOIT"
1132,"BUCKEYE MARCY TERMINAL","9586 River Rd Marcy 13403","MARCY"
1133,"HEMLOCK LAKE - SHORELINE, OUTLET, DAM & COMPLEX","ROCHESTER-C ROW FROM HEMLOCK LAKE TO CITY LIVINGSTON & MONROE CO","BRIGHTON:HENRIETTA:LIMA:LIVONIA:MENDON:ROCHESTER:RUSH"
1134,"PAWLING ENGINEERED PRODUCTS","157 CHARLES COLMAN BLVD PAWLING 12564","PAWLING"
1135,"NEW YORK STATE DAM AT WATERFORD/COHOES","MOHAWK RIVER NEAR CONFLUENCE WITH HUDSON WATERFORD/COHOES 12188","COHOES:WATERFORD"
1136,"WATERTOWN SAND & GRAVEL","24491 ST RTE 12|GIFFORD STREET RD WATERTOWN 13601","WATERTOWN"
1137,"SPRAGUE OPERATING RESOURCES LLC  - 939 E 138TH ST","939 E 138TH ST BRONX 10454","BRONX"
1138,"MONARCH PLASTICS INC","225 FALCONER ST FREWSBURG 14738","CARROLL"
1139,"FILTRATION PLANT","NORBORO RD BY RICE RESERVOIR GLOVERSVILLE 12078","JOHNSTOWN"
1140,"HERBERT MACKIE MEMORIAL LODGE","CO RTE 380 Portland","PORTLAND"
1141,"EVONIK CORPORATION","7 SCHOOLHOUSE LN WATERFORD 12188","WATERFORD"
1142,"CHAUTAUQUA LAKE KOA","5652 THUM RD CHAUTAUQUA 14728","CHAUTAUQUA"
1143,"ELDRED PRESERVE","1040 ST RTE 55 ELDRED 12528","HIGHLAND"
1144,"RHINEBECK MOBILE HOME PARK","6842 US RTE 9 N Rhinebeck 12572","RHINEBECK"
1145,"CHURCH OF JESUS CHRIST OF LATTER-DAY SAINTS","837 State Route 48|ST RTE 48 - W SIDE @ RIVER Granby 13069","GRANBY"
1146,"GOETHALS MOBILE PK-2701 GOETHALS RD N","2701 GOETHALS RD N STATEN ISLAND 10303","STATEN ISLAND"
1147,"SYRACUSE LLC","300 BELLE ISLE RD SOLVAY 13209","GEDDES"
1148,"FORMER MONARCH CHEMICALS","37 MEADOW ST UTICA 13503","UTICA"
1149,"CAMP RAYIM","BREEZY HILL RD PARKSVILLE","LIBERTY"
1150,"NYSDOT MONROE WEST RESIDENCY","2441 S UNION ST OGDEN","OGDEN"
1151,"OLD FORGE SEWER DISTRICT WASTEWATER TREATMENT PLANT","117 PULLMAN AVE OLD FORGE 13420","WEBB"
1152,"VERNON SEWAGE TREATMENT PLANT","40 VAN EPPS ST VERNON 13476","VERNON"
1153,"1900 SOUTH AVE LOGISTICS","1900 SOUTH AVE|B:1801, L:35,75 STATEN ISLAND 10314","STATEN ISLAND"
1154,"WELLESLEY ISLAND STATE PARK","44927 Cross Island Rd Fineview 13640","ORLEANS"
1155,"USCG ALEXANDRIA BAY STATION AT WELLESLEY ISLAND","45864 LANDON RD WELLESLEY ISLAND 13640","ALEXANDRIA"
1156,"PORT MOBIL","4101 ARTHUR KILL RD STATEN ISLAND 10309","STATEN ISLAND"
1157,"BREWSTER WELL FIELDS","360 Riverside Dr Brewster 10509","SOUTHEAST"
1158,"MOHAWK VALLEY SANITARY LANDFILL","3020 SOUTHSIDE RD Frankfort 13340","FRANKFORT"
1159,"GLOBAL COMPANIES LLC - NEWBURGH-NORTH TERMINAL","1281 RIVER RD New Windsor 12553","NEW WINDSOR"
1160,"CAMP TOLDOS YAKOV YOSEF - MACHNEI YAKOV YOSEF DCHASIDA SQUARE","KELLY BRIDGE RD LIBERTY 12754","LIBERTY"
1161,"FREEMAN PROPERTY","11212 ALEXANDER RD ATTICA 14005","ALEXANDER"
1162,"NAVAL UNDERSEA WARFARE CTR DIV, NEWPORT OSO DRESDEN","50 MAIN ST Torrey","TORREY"
1163,"FANE CROPSEYVILLE QUARRY","CAMEL HILL RD Brunswick; Grafton","BRUNSWICK:GRAFTON"
1164,"GIROUX ORCHARDS LLC DBA CHAZY ORCHARDS","9486 Rte 9|MINKLER RD @ LAKE SHORE RD Chazy 12921","CHAZY"
1165,"ASTORIA ENERGY LLC & ASTORIA ENERGY II LLC","17-10 STEINWAY ST ASTORIA 11105","QUEENS"
1166,"MAPLE RIDGE","RT 9 Hyde Park 12538","HYDE PARK"
1167,"SPECIAL METALS CORPORATION","4317 MIDDLE SETTLEMENT RD NEW HARTFORD 13413","NEW HARTFORD"
1168,"INGERSOLL-RAND INDUSTRIAL US INC","3101 BROADWAY CHEEKTOWAGA 14225","CHEEKTOWAGA"
1169,"WORD OF LIFE CAMP","8192 St Rte 9 Pottersville 12860","CHESTER"
1170,"QUEENSBURY WATER TREATMENT PLANT","823 CORINTH RD Queensbury 12804","QUEENSBURY"
1171,"UNITED METRO TERM-498 KINGSLAND AVE","498 KINGSLAND AVE BROOKLYN 11222","BROOKLYN"
1172,"NYSDOT-REGION 1 MAINTENANCE HEADQUARTERS","16 MAPLE RD|ST RTE 155 @ ST RTE 85A VOORHEESVILLE 12186","NEW SCOTLAND"
1173,"BALTIC ESTATES STP","ALBANY POST RD CROTON ON HUDSON","CORTLANDT"
1174,"AQUATIC DEVELOPMENT GROUP","13 GREEN MOUNTAIN DR COHOES 12047","COLONIE"
1175,"RUSH CREEKSIDE INN","6071 E HENRIETTA RD RUSH 14543","RUSH"
1176,"DEER RUN","RTE 37 MALLORY 13116","WEST MONROE"
1177,"TRENTON ASSEMBLY PARK  SWIMMING POOL","8301 ST RTE 28 BARNEVELD 13340","TRENTON"
1178,"LAKE CHAMPLAIN RENTALS","769 ST RTE 9B CHAMPLAIN 12919","CHAMPLAIN"
1179,"TOWN CAZENOVIA CONSOLIDATED SEWER DISTRICTS WPCF","ST RTE 13 NORTH - E SIDE - N OF CLARK ST CAZENOVIA","CAZENOVIA"
1180,"LEGRETT PROPERTY","8 LANTERN LN HONEOYE FALLS 14472","MENDON"
1181,"WASHINGTON MILLS ELECTRO MINERALS","1801 BUFFALO AVE NIAGARA FALLS 14302","NIAGARA FALLS"
1182,"HERITAGE HILLS STP","9 HERITAGE DR SOMERS 10589","SOMERS"
1183,"T MORIAH WWTF","29 BULWAGGA DR PORT HENRY 12974","MORIAH"
1184,"REMINGTON STEAM PLANT","11 REMINGTON AVE ILION 13357","GERMAN FLATTS"
1185,"BRUSHTON-MOIRA HIGH SCHOOL","758 CO RTE 7 BRUSHTON 12916","MOIRA"
1186,"CREEK LOCKS MOBILE HOME PARK","1124 CREEK LOCKS RD BLOOMINGTON 12411","ULSTER"
1187,"FEURA BUSH DISTRIBUTION WAREHOUSE","218 W YARD RD|SELKIRK IND PARK FEURA BUSH 12054","BETHLEHEM"
1188,"TIBA - FERN ISLAND WASTEWATER TREATMENT PLANT","22320 BOATHOUSE RD WELLESLEY IS 13607","ALEXANDRIA"
1189,"COUNTRY MEADOWS MOBILE HOME PARK","11922 BUCKWHEAT RD ALDEN 14004","NEWSTEAD"
1190,"KATHERINE ST PENINSULA HABITAT RESTORATION","101 KATHERINE ST BUFFALO 14210","BUFFALO"
1191,"NYS OTISVILLE CORRECTIONAL FACILITY","57 SANITORIUM AVE OTISVILLE 10963","MOUNT HOPE"
1192,"QUEENS DISTRICT 5/5A GARAGE","48-01 58TH RD MASPETH 11378","QUEENS"
1193,"7167 Route 353","7167 ST RTE 353 CATTARAUGUS 14719","NEW ALBION"
1194,"GROVER HERMANN DIVISION FACILITY","8081 ST RTE 97 CALLICOON 12723","DELAWARE"
1195,"MY FATHER'S HOUSE CHURCH","140 POUND RD ELMA 14059","ELMA"
1196,"GLOBAL COMPANIES LLC - GLENWOOD TERMINAL","300 SHORE RD GLENWOOD LANDING 11547","OYSTER BAY"
1197,"UTICA TERMINAL","37 WURZ AVE UTICA 13503","UTICA"
1198,"GLOBAL COMPANIES LLC - INWOOD TERMINAL","464 DOUGHTY BLVD INWOOD 11096","HEMPSTEAD"
1199,"PULASKI BULK PLANT","7695 ROME RD Pulaski 13142","RICHLAND"
1200,"CARROLL C & D MANAGEMENT FACILITY","309 Dodge Rd Carroll 14738","CARROLL"
1201,"LUSSIER'S AUTOBODY & REPAIR","1385 VISCHER FERRY RD CLIFTON PARK 12065","HALFMOON"
1202,"HUNTERS CREEK MOBILE HOME PARK","7207 HUNTERS CREEK RD HOLLAND 14080","HOLLAND"
1203,"CLAYTON/DEPAUVILLE SEWER DISTRICT","32333 CAROLINE ST DePauville 13632","CLAYTON"
1204,"KILIAN PROPERTY","1739 SUMNER RD DARIEN 14040","DARIEN"
1205,"DARIEN WASTEWATER TREATMENT FACILITY","1460 BROADWAY Darien 14040","DARIEN"
1206,"SUBURBAN HEATING OIL PARTNERS LLC - CAMPBELL BULK PLANT","8537 CLINTON ST CAMPBELL 14821","CAMPBELL"
1207,"TANDEM TRUCK FACILITY RELOCATION","INTERCHANGE 15 ON NYS THRUWAY Ramapo","RAMAPO"
1208,"CITY OF ONEIDA WATER TREATMENT PLANT","10176 GLENMORE RD Annsville","ANNSVILLE"
1209,"ANKA TOOL & DIE CO","150 WELLS AVE CONGERS 10920","CLARKSTOWN"
1210,"FORMER IFG FACILITY","1 GENERAL MOTORS DR SYRACUSE 13206","SALINA"
1211,"BEEKMAN COUNTRY CLUB STP","BEEKMAN RD FISHKILL 12524","EAST FISHKILL"
1212,"MT MORRIS-V STP","15 SULLIVAN ST Mount Morris 14510","MOUNT MORRIS"
1213,"CAMP RAV TOV - ULSTER HEIGHTS","1152 Ulster Heights Rd Wawarsing 12428","WAWARSING"
1214,"CJ KRANTZ INC ORGANIC RECYCLING CENTER","560 SMITH RD|NEAR INTERSECTION OF MILLERSPORT HWY & NEW RD AMHERST 14051","AMHERST"
1215,"KOUNTRY KNOLLS TRAILER COURT","KNOX CAVE RD Knox 12107","KNOX"
1216,"EPIC HOLDINGS LLC","22 HUDSON FALLS RD MOREAU","MOREAU"
1217,"LYONSDALE BIOMASS LLC","MARMON LOWDALE & LYONSDALE RDS LYONSDALE 13433","LYONSDALE"
1218,"INDECK-CORINTH ENERGY CENTER","24 WHITE ST CORINTH 12822","CORINTH"
1219,"NYSDOT MAINTENANCE SUBHEADQUARTERS - CROWN POINT","CO RTE 46 - FACTORYVILLE RD CROWN POINT 12928","CROWN POINT"
1220,"Authentic Designer Deals Inc","82 Main St East Berne 12059","BERNE"
1221,"SUNOCO BROOKLYN TERMINAL","25 PAIDGE AVE BROOKLYN 11222","BROOKLYN"
1222,"CHAMPLAIN TOWN HALL AND GARAGE","10729 RTE 9 Champlain 12919","CHAMPLAIN"
1223,"HINCKLEY RESERVOIR WATER TREATMENT PLANT","OLD QUARRY RD OFF PROSPECT-TRENTON FALLS RD TRENTON","TRENTON"
1224,"BARRETT PAMELIA MATERIALS - WATERTOWN FACILITY","26572 ST RTE 37 - N OF ST RTE 342 WATERTOWN 13601","PAMELIA"
1225,"ARNOLD PARK COMFORT STATION","ANDREWS RD VESTAL","VESTAL"
1226,"CAMP YESHIVA STP","BRISCOE RD Liberty 12754","LIBERTY"
1227,"ROGERS PROPERTY","424 WASHINGTON ST SPENCERPORT 14559","OGDEN"
1228,"WADDINGTON PUBLIC BEACH PROPERTY","356 RIVER RD WADDINGTON 13694","WADDINGTON"
1229,"SEVEN SPRINGS SEWER CORP","555A RTE 22 PURDYS 10578","NORTH SALEM"
1230,"TOWNE INN","767 US RTE 9|1½ MI N OF I-84 FROM EXIT 13 FISHKILL 12550","FISHKILL"
1231,"Cornell University Main Campus","COLLEGE AVE Ithaca 14853","ITHACA"
1232,"SYRACUSE TERMINAL","2951 ENERGY DR WARNERS 13164","VAN BUREN"
1233,"PILON SANDSTONE MINE","ALLENS BRIDGE RD ALBION 14411","ALBION"
1234,"BEAVER ISLAND STATE PARK","W RIVER PKWY AT SOUTH PKWY Grand Island 14072","GRAND ISLAND"
1235,"Vision Care Center","1676 Foote Ave Ext Jamestown 14701","KIANTONE"
1236,"HOFFMAN PROPERTY FORMERLY LAKESIDE VILLAGE MHP","LAKE ROAD RIPLEY 14775","RIPLEY"
1237,"RIDGEWOOD MHP","71 LEEKVILLE RD GLEN AUBREY 13777","NANTICOKE"
1238,"MEADOWBROOK MHP","25 DONNELLY DR WHITNEY POINT","TRIANGLE"
1239,"REVERE COPPER PRODUCTS INC","ONE REVERE PARK ROME 13440","ROME"
1240,"Smith Property","8175 St Rte 13 Canastota 13032","CAZENOVIA"
1241,"WEST SPARTA IRA","4846 STONER HILL RD DANSVILLE 14437","WEST SPARTA"
1242,"ONEIDA FISH HATCHERY","HATCHERY RD Constantia 13044","CONSTANTIA"
1243,"X-PLO INC SAND & GRAVEL PIT","KELLY RD SCHUYLER FALLS 12985","SCHUYLER FALLS"
1244,"MOOG INC","400 JAMISON RD ELMA 14059","ELMA"
1245,"KINGSTON PT TERMINAL","2-36 DELAWARE AVE KINGSTON 12401","KINGSTON"
1246,"DONEGAN PROPERTY ON ST LAWRENCE RIVER","23590 IROQUOIS IS SHR RD ALEXANDRIA BAY 13607","ALEXANDRIA"
1247,"LAKE CHAUTAUQUA LUTHERAN CENTER INC","5013 RTE 430 MAPLE SPRINGS 14756","ELLERY"
1248,"SOUTHERN CAYUGA MIDDLE & SENIOR HIGH SCHS","2384 State Route 34B Aurora 13026","VENICE"
1249,"TEDESCO APARTMENTS","952 SOUTHWESTERN DR Busti 14701","BUSTI"
1250,"RIPLEY WATER POLLUTION CONTROL FACILITY","10168 ST RTE 5 OPPOSITE ST RTE 76 Ripley 14775","RIPLEY"
1251,"S & D PETROLEUM","2761 ST RTE 26 CINCINNATUS 13040","CINCINNATUS"
1252,"SPRAGUE OPERATING RESOURCES LLC","1 BAY BLVD LAWRENCE 11559","HEMPSTEAD"
1253,"COMMANDER TERMINAL","1 COMMANDER SQ OYSTER BAY 11771","OYSTER BAY"
1254,"WHEELERVILLE UNION FREE SCHOOL (K-8)","2417 ST RTE 10 CAROGA LAKE 12032","CAROGA"
1255,"PORT EWEN WATER TREATMENT PLANT","RIVER ROAD PORT EWEN 12466","ESOPUS"
1256,"TOWN SWIM POND","29 RECREATION CTR RD Beekman 12533","BEEKMAN"
1257,"BOLIVAR WWTP","W LIBERTY ST BOLIVAR 14715","BOLIVAR"
1258,"BUFFALO HILL VILLAGE","1619 US RTE 20A VARYSBURG 14167","SHELDON"
1259,"149TH ST TERMINAL","1040 E 149TH ST BRONX 10455","BRONX"
1260,"LL FUEL STORAGE LLC","25 LAUREL AVE SOUTH FALLSBURG 12779","FALLSBURGH"
1261,"WEST LEYDEN APARTMENTS","1054 ST RTE 26 WEST LEYDEN 13345","LEWIS"
1262,"KLEEBER COMPLEX","2880 US RTE 9 KINDERHOOK 12106","KINDERHOOK"
1263,"CLEAN WATER OF NEW YORK WASTE OIL REPROCESSING AND STORAGE FACILITY","3249 RICHMOND TER Staten Island (6401) 10303","STATEN ISLAND"
1264,"RALEIGH - HEIDEN SEWAGE WORKS CORP","12 HEIDEN RD SOUTH FALLSBURGH 12779","FALLSBURGH:THOMPSON"
1265,"JONES BEACH STATE PARK","1000 OCEAN PKWY WANTAGH 11793","HEMPSTEAD"
1266,"ORRS MILL ROAD LLC","47 ORRS MILLS RD SALISBURY 12577","BLOOMING GROVE"
1267,"VONNIE'S BOATHOUSE","4446 W LAKE RD GENEVA 14456","GENEVA"
1268,"NYSDOT RESIDENT ENGINEER'S HEADQUARTERS - SODUS","142 ST RTE 31 E SODUS 14551","SODUS"
1269,"SAVANNAH-T WWTP COMBINED SEWER DISTRICT","1564 N MAIN ST SAVANNAH 13146","SAVANNAH"
1270,"CAROUSEL CENTER MALL","9090 Carousel Ctr Syracuse 13290","SYRACUSE"
1271,"MEYER PROPERTY","7165 Sandy Shore Dr Hamlin 14464","HAMLIN"
1272,"STEWARTS SHOP #300","571 SACANDAGA RD SCOTIA 12302","GLENVILLE"
1273,"WESTERN NEW YORK NUCLEAR SERVICE CENTER","10282 ROCK SPRINGS RD Ashford 14171","ASHFORD"
1274,"CLARK MARINA/TUSCARORA YACHT CLUB/VETERANS MEMORIAL PARK","1,2 & 3 SHORE DR Wilson 14172","WILSON"
1275,"ANDERSEN PROPERTY","391 Beattie Point Rd Penn Yan 14527","BENTON"
1276,"UKRANIAN YOUTH RESORT","8853 ROUTE 209 WAWARSING 12428","WAWARSING"
1277,"INTERCOS AMERICA","200 ST RTE 303 N CLARKSTOWN 10956","CLARKSTOWN"
1278,"MEADOWS AT CROSS RIVER CONDOS","OLD POST RD & CROSS MEADOW LN LEWISBORO 10590","LEWISBORO"
1279,"VILLAGE OF ANTWERP WWTP","206 MAIN ST Antwerp 13608","ANTWERP"
1280,"FOX VALLEY COUNTRY CLUB","6161 GENESEE ST LANCASTER 14086","LANCASTER"
1281,"WCS - NEW YORK AQUARIUM","502 SURF AVE BROOKLYN 11224","BROOKLYN"
1282,"NEELAND PROPERTY","941 SUMNER RD DARIEN CENTER 14040","DARIEN"
1283,"RUELL PROPERTY","182 FERGUSON DR Parma 14468","PARMA"
1284,"BEAVER FALLS LLC","9644 MAIN ST BEAVER FALLS 13305","CROGHAN"
1285,"THE WOODS AT BEAR CREEK","3510 BEAR CREEK RD Machias","MACHIAS"
1286,"D'AMBROSIO PROPERTY","43 HUNTERS RUN PITTSFORD 14534","PERINTON"
1287,"CAMP SMITH TRAINING SITE","POST HEADQUARTERS|RTE 6 AND RT 202 CORTLANDT MANOR 10567","CORTLANDT"
1288,"FROSTY ACRES CAMPGROUND INC","1560 SKYLINE DR SCHENECTADY 12306","DUANESBURG"
1289,"METRO NORTH RAILROAD NORTH WHITE PLAINS RAIL YARD","24 FISHER LN WHITE PLAINS 10603","WHITE PLAINS"
