"npdes_id","facility_id","application_id","applicant","applicant_id","permit_type","status","date_received","upa_class","seqr_class","seqr_determination","lead_agency","coastal_zone_status","final_disposition","permit_effective_date","permit_expration_date","dec_contact","shpa_status","enivronmental_justice"
"NY0005754",13,"3-1330-00048/00004","CHEVRON USA INC",14,"Industrial SPDES - Surface Discharge","Issued",2020-09-01,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-01-22 05:00:00,2025-12-31 05:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0005843",264,"5-4142-00005/00027","US DEPT OF ENERGY",226,"Industrial SPDES - Surface Discharge","Issued",2024-12-11,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2024-12-18 05:00:00,2028-08-31 04:00:00,"BETH A MAGEE",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NY0005851",1034,"4-4224-00024/00010","US DEPT OF ENERGY",226,"Industrial SPDES - Surface Discharge","Completeness Determination Due",2025-01-31,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.",NA,NA,NA,"TERESS BALDWIN",NA,NA
"NY0005878",1253,"1-2824-00455/00023","COMMANDER TERMINALS HOLDINGS LLC",1049,"Industrial SPDES - Surface Discharge","Issued",2022-04-26,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2022-08-22 04:00:00,2027-06-30 04:00:00,"MATTHEW R PENSKI",NA,NA
"NY0005894",1296,"1-2824-00490/00001","NATIONAL GRID GLENWOOD ENERGY CENTER LLC",1085,"Industrial SPDES - Surface Discharge","Issued",2020-03-12,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-03-26 04:00:00,2026-02-28 05:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0005959",883,"4-0122-00044/00005","GB II New York LLC",752,"Industrial SPDES - Surface Discharge","Issued",2022-02-22,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2022-07-01 04:00:00,2027-06-30 04:00:00,"PATRICIA M GABRIEL",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NY0006092",244,"5-1552-00005/00031","Imerys Wollastonite USA LLC",213,"Industrial SPDES - Surface Discharge","Issued",2022-05-12,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2022-12-01 05:00:00,2027-11-30 05:00:00,"ELISE A FERENCEVYCH",NA,NA
"NY0006131",1221,"2-6101-00105/00019","SUNOCO MIDSTREAM LLC",1025,"Industrial SPDES - Surface Discharge","Written Comments Deadline",2024-08-01,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.",NA,NA,NA,"TERESS BALDWIN",NA,NA
"NY0006157",899,"4-1020-00007/00002","SWM HOLDINGS US, LLC",766,"Industrial SPDES - Surface Discharge","Suspended Indefinitely",2023-08-15,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.",NA,NA,NA,"ELISE A FERENCEVYCH",NA,NA
"NY0006173",29,"3-1344-00008/00023","PECKHAM MATERIALS CORP.",32,"Industrial SPDES - Surface Discharge","Issued",2020-07-30,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-02-01 05:00:00,2026-01-31 05:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0006220",978,"4-3814-00003/00001","CENEX RENSSELAER TERMINAL LLC",836,"Industrial SPDES - Surface Discharge","Issued",2020-03-20,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2020-10-16 04:00:00,2025-09-30 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0006297",1362,"2-6106-00047/00001","BAYSIDE FUEL OIL DEPOT CORPORATION",1087,"Industrial SPDES - Surface Discharge","Issued",2023-06-19,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2024-09-01 04:00:00,2029-08-31 04:00:00,"THOMAS A RASCONA",NA,NA
"NY0006301",1377,"2-6101-00149/00010","NYC DEPT OF PARKS & RECREATION",1155,"Industrial SPDES - Surface Discharge","Written Comments Deadline",2023-06-22,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.",NA,NA,NA,"THOMAS A RASCONA",NA,NA
"NY0006432",116,"3-3928-00030/00016","UNITED STATES GYPSUM COMPANY",105,"Industrial SPDES - Surface Discharge","Issued",2024-10-07,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2025-04-01 04:00:00,2030-03-31 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0006491",989,"4-3828-00017/00001","LYDALL PERFORMANCE MATERIALS (US), INC.",306,"Industrial SPDES - Surface Discharge","Completeness Determination Due",2025-02-11,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.",NA,NA,NA,"TERESS BALDWIN",NA,NA
"NY0006548",375,"6-3013-00042/00001","IWG Nest LLC",313,"Industrial SPDES - Surface Discharge","Issued",2022-01-21,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2023-04-04 04:00:00,2028-03-31 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0006629",201,"3-5518-00214/00003","AMERICAN SUGAR REFINING, INC.",174,"Industrial SPDES - Surface Discharge","Issued",2022-12-14,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2023-07-01 04:00:00,2028-06-30 04:00:00,"THOMAS A RASCONA",NA,NA
"NY0006645",570,"3-5522-00087/00001","CERTAINTEED GYPSUM BUCHANAN, LLC",481,"Industrial SPDES - Surface Discharge","Issued",2021-05-11,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2022-02-01 05:00:00,2027-01-31 05:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0006670",435,"3-3358-00045/00134","ELT HARRIMAN LLC",363,"Industrial SPDES - Surface Discharge","Issued",2021-01-27,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-08-01 04:00:00,2026-07-31 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0006777",1239,"6-3013-00091/00001","REVERE COPPER PRODUCTS INC",1040,"Industrial SPDES - Surface Discharge","Issued",2021-09-03,"MAJOR","Unlisted Action","Negative Declaration","None Designated","This project is not located in a Coastal Management area.","Issued",2024-02-01 05:00:00,2029-01-31 05:00:00,"TODD J PHILLIPS",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NY0006807",270,"5-5326-00004/00004","HOLLINGSWORTH & VOSE COMPANY",233,"Industrial SPDES - Surface Discharge","Suspended Indefinitely",2020-03-19,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.",NA,NA,NA,"MICHAEL R SCHAEFER",NA,NA
"NY0006815",300,"3-3348-00082/00001","GLOBAL COMPANIES LLC",257,"Industrial SPDES - Surface Discharge","Issued",2023-02-21,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2023-11-01 04:00:00,2028-10-31 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0006823",1455,"1-2820-01549/00001","Equilon Enterprises LLC",1215,"Industrial SPDES - Surface Discharge","Issued",2022-04-11,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2024-07-12 04:00:00,2029-06-30 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0006840",380,"6-9906-00045/00001","BARRETT PAVING MATERIALS INC.",318,"Industrial SPDES - Surface Discharge","Issued",2024-07-18,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2025-05-01 04:00:00,2030-04-30 04:00:00,"KATHERINE M MURRAY",NA,NA
"NY0006866",279,"3-5522-00074/00001","METRO-NORTH COMMUTER RAILROAD COMPANY",240,"Industrial SPDES - Surface Discharge","Issued",2023-09-12,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2024-04-01 04:00:00,2029-03-31 04:00:00,"ELISE A FERENCEVYCH",NA,NA
"NY0006904",1216,"5-4144-00045/00001","EPIC HOLDINGS LLC",1021,"Industrial SPDES - Surface Discharge","Issued",2021-03-10,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-12-01 05:00:00,2026-11-30 05:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0007030",856,"4-4224-00001/00046","GENERAL ELECTRIC COMPANY",533,"Industrial SPDES - Surface Discharge","Issued",2021-07-22,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2023-01-27 05:00:00,2027-12-31 05:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0007072",862,"4-0122-00007/00308","SABIC INNOVATIVE PLASTICS US LLC",731,"Industrial SPDES - Surface Discharge","Issued",2020-09-28,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2020-10-27 04:00:00,2025-06-30 04:00:00,"ANGELIKA R STEWART",NA,NA
"NY0007129",1167,"6-3048-00029/00001","SPECIAL METALS CORPORATION",979,"Industrial SPDES - Surface Discharge","Issued",2022-04-28,"MAJOR","Unlisted Action","Negative Declaration","None Designated","This project is not located in a Coastal Management area.","Issued",2023-01-05 05:00:00,2026-08-31 04:00:00,"ZACHARY L GOODALE",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NY0007145",1153,"2-6403-00031/00001","1900 SOUTH OWNER LLC",968,"Industrial SPDES - Surface Discharge","SAPA Extended",2020-12-18,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-01-08 05:00:00,2021-01-31 05:00:00,"DENISE L GRATTAN",NA,NA
"NY0007161",261,"5-4142-00001/00002","COTTRELL PAPER COMPANY INC",223,"Industrial SPDES - Surface Discharge","Issued",2021-03-04,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-12-01 05:00:00,2026-11-30 05:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0007170",232,"5-0930-00001/00037","NORTHSTAR 41 LLC",202,"Industrial SPDES - Surface Discharge","Issued",2023-10-03,"MAJOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2024-05-01 04:00:00,2028-01-31 05:00:00,"ERIN M DONHAUSER",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NY0007226",265,"5-4144-00004/00003","Essity Professional Hygiene North America LLC",228,"Industrial SPDES - Surface Discharge","Suspended Indefinitely",2022-07-08,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.",NA,NA,NA,"BETH A MAGEE",NA,NA
"NY0007242",850,"4-1926-00001/00001","HEIDELBERG MATERIALS NORTHEAST-NY LLC",279,"Industrial SPDES - Surface Discharge","Completeness Determination Due",2023-03-30,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.",NA,NA,NA,"THOMAS A RASCONA",NA,NA
"NY0007579",111,"3-3924-00027/00002","LINDE ADVANCED MATERIAL TECHNOLOGIES INC.",104,"Industrial SPDES - Surface Discharge","Completeness Determination Due",2025-01-30,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.",NA,NA,NA,"TERESS BALDWIN",NA,NA
"NY0007641",1407,"2-6104-00226/00005","BAYSIDE FUEL OIL DEPOT CORPORATION",1087,"Industrial SPDES - Surface Discharge","Issued",2020-02-20,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-01-01 05:00:00,2025-12-31 05:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0007650",1259,"2-6007-00130/00001","BUCKEYE TERMINALS, LLC",72,"Industrial SPDES - Surface Discharge","Issued",2020-08-03,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-05-03 04:00:00,2026-04-30 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0007668",1137,"2-6007-00069/00001","SPRAGUE OPERATING RESOURCES LLC",676,"Industrial SPDES - Surface Discharge","Issued",2023-10-19,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2025-02-18 05:00:00,2030-01-31 05:00:00,"KATHERINE M MURRAY",NA,NA
"NY0007676",1171,"2-6101-00093/00001","UNITED METRO ENERGY CORP",983,"Industrial SPDES - Surface Discharge","Issued",2023-04-27,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2024-09-01 04:00:00,2029-08-31 04:00:00,"THOMAS A RASCONA",NA,NA
"NY0008010",107,"3-3922-00003/00003","BOWLINE GENERATING STATION, LLC",101,"Industrial SPDES - Surface Discharge","Issued",2023-12-21,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2024-03-07 05:00:00,2026-03-30 04:00:00,"CARRIE MACKEY",NA,NA
"NY0008117",293,"1-4738-00028/00001","US DEPT OF HOMELAND SECURITY",253,"P/C/I SPDES - Surface Discharge","Continue Permit",2021-11-03,"MAJOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Continue Existing Permit as Issued",2022-02-01 05:00:00,2025-01-31 05:00:00,"SUSAN ACKERMAN",NA,NA
"NY0008150",267,"5-5205-00013/00002","LEHIGH CEMENT COMPANY LLC",230,"Industrial SPDES - Surface Discharge","Issued",2022-11-28,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2023-06-01 04:00:00,2028-05-31 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0008222",290,"1-4728-00206/00034","NYS OFFICE OF PARKS REC & HISTORIC PRESERVATION",79,"P/C/I SPDES - Surface Discharge","Issued",2023-09-18,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2024-08-01 04:00:00,2029-07-31 04:00:00,"KATHERINE M MURRAY",NA,NA
"NY0008265",6,"3-1320-00002/00016","DOLOMITE PRODUCTS COMPANY INC.",6,"Industrial SPDES - Surface Discharge","Completeness Determination Due",2020-01-15,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.",NA,NA,NA,"MICHAEL R SCHAEFER",NA,NA
"NY0008443",1384,"2-6101-00152/00016","Domino A Partners LLC",1159,"P/C/I SPDES - Surface Discharge","Incomplete for 1 Year",2020-11-17,"MAJOR","Unlisted Action","Negative Declaration","NYC Dept of Environmental Protection","This project is located in a Coastal Management area and is subject to the Waterfront Revitalization and Coastal Resources Act.",NA,NA,NA,"CAITLYN P NICHOLS","Cultural resource lists and map have been checked.  No registered, eligible, or inventoried archaeological sites or historic structures were identified at the project location.  No further review in accordance with SHPA is required.",NA
