"action_id","facility","facility_id","npdes_id","application_id","applicant","application_type","date_received","status","short_description","enb_publication_date","written_comments_due","dup_flag","transfer_flag"
"NY0023272_2022-05-05","MAYBROOK WWTP",65,"NY0023272","3-3342-00020/00002","VILLAGE OF MAYBROOK","Modification Treat as New",2022-05-05,"Issued","modify schedule of compliance including end date",2024-06-26 04:00:00,2024-07-26 04:00:00,FALSE,FALSE
"NY0023272_2020-09-18","MAYBROOK WWTP",65,"NY0023272","3-3342-00020/00002","VILLAGE OF MAYBROOK","Renewal Treat as New",2020-09-18,"Issued","spdes fast track renewal for # ny0023272",2021-02-10 05:00:00,2021-03-12 05:00:00,FALSE,FALSE
"NY0026433_2023-08-01","VILLAGE OF MONTGOMERY STP",66,"NY0026433","3-3342-00031/00002","VILLAGE OF MONTGOMERY","Renewal Treat as New",2023-08-01,"Issued","spdes fast track renewal for ny0026433",2023-09-06 04:00:00,2023-10-06 04:00:00,FALSE,FALSE
"NY0105449_2023-03-10","SLEEPY HOLLOW MOBILE PARK INC",67,"NY0105449","3-3342-00045/00002","SLEEPY HOLLOW PARK LLC","Renewal Treat as New",2023-03-10,"Issued","spdes fast track renewal for ny0105449",2023-03-29 04:00:00,2023-04-28 04:00:00,FALSE,FALSE
"NYR00D508_2022-04-05","VILLAGE OF WALDEN STP",68,"NYR00D508","3-3342-00058/00002","VILLAGE OF WALDEN","Modification Treat as New",2022-04-05,"SAPA Extended","modify schedule of compliance for ammonia",2022-06-08 04:00:00,2022-07-08 04:00:00,FALSE,FALSE
"NY0030490_2022-04-05","VILLAGE OF WALDEN STP",68,"NY0030490","3-3342-00058/00002","VILLAGE OF WALDEN","Modification Treat as New",2022-04-05,"SAPA Extended","modify schedule of compliance for ammonia",2022-06-08 04:00:00,2022-07-08 04:00:00,FALSE,FALSE
"NY0037397_2024-05-01","OTISVILLE FEDERAL CORRECTIONAL FACILITY",69,"NY0037397","3-3344-00002/00002","US DEPT OF JUSTICE","Renewal Treat as New",2024-05-01,"Issued","spdes fast track renewal for ny0037397",2024-06-05 04:00:00,2024-07-05 04:00:00,FALSE,FALSE
"NY0034436_2022-06-13","HIDDEN VALLEY ESTATES - SD NO 1 STP",70,"NY0034436","3-3344-00003/00002","TOWN OF MOUNT HOPE","Renewal Treat as New",2022-06-13,"Issued","spdes fast track renewal for # ny0034436",2022-07-27 04:00:00,2022-08-26 04:00:00,FALSE,FALSE
"NY0165328_2023-10-02","ROSETON TERMINAL",71,"NY0165328","3-3346-00004/00002","BUCKEYE TERMINALS, LLC","Renewal Treat as New",2023-10-02,"Issued","spdes fast track renewal for ny0165328",2024-01-03 05:00:00,2024-02-02 05:00:00,FALSE,FALSE
"NY0027324_2021-06-07","MODENA SERVICE AREA",72,"NY0027324","3-3346-00030/00002","NYS THRUWAY AUTHORITY","Renewal Treat as New",2021-06-07,"Issued","spdes fast track renewal for # ny0027324",2021-07-14 04:00:00,2021-08-13 04:00:00,FALSE,FALSE
"NY0165921_2021-10-12","CHADWICK LAKE WATER FILTRATION PLANT",73,"NY0165921","3-3346-00036/00004","TOWN OF NEWBURGH","Renewal Treat as New",2021-10-12,"Issued","spdes fast track renewal for ny0165921",2021-11-17 05:00:00,2021-12-17 05:00:00,FALSE,FALSE
"NY0145599_2023-04-18","NEWBURGH NOB HILL SEWER DIST",74,"NY0145599","3-3346-00043/00002","TOWN OF NEWBURGH","Modification Treat as New",2023-04-18,"Issued","schedule change modification",2023-05-31 04:00:00,2023-06-30 04:00:00,FALSE,FALSE
"NY0027316_2021-06-07","PLATTEKILL SERVICE AREA",75,"NY0027316","3-3346-00052/00002","NYS THRUWAY AUTHORITY","Renewal Treat as New",2021-06-07,"Issued","spdes fast track renewal for # ny0027316",2021-07-14 04:00:00,2021-08-13 04:00:00,FALSE,FALSE
"NY0032263_2020-10-01","BT INC",76,"NY0032263","3-3348-00011/00002","BT Inc","Renewal Treat as New",2020-10-01,"Issued","spdes fast track renewal and transfer for # ny0032263",2020-12-30 05:00:00,2021-01-29 05:00:00,FALSE,TRUE
"NY0105368_2024-03-20","WINDEMERE ESTATES",77,"NY0105368","3-3348-00045/00001","WINDEMERE MHC, LLC","Renewal Treat as New",2024-03-20,"Completeness Determination Due","reauthorization of lapsed permit - ny0105368 - 15,000 gpd",NA,NA,FALSE,FALSE
"NY0022446_2022-09-28","Caesars Lane Wastewater Treatment Plant",78,"NY0022446","3-3348-00055/00003","TOWN OF NEW WINDSOR","Renewal Treat as New",2022-09-28,"Issued","renewal and modification to relocate outfall for # ny0022446",2023-09-06 04:00:00,2023-10-10 04:00:00,FALSE,FALSE
"NY0095575_2021-06-24","NYU HOUSING WWTP",79,"NY0095575","3-3350-00007/00002","SUEZ WATER SOUTH COUNTY INC","Renewal Treat as New",2021-06-24,"Issued","spdes fast track renewal for # ny0095575",2021-07-07 04:00:00,2021-08-06 04:00:00,FALSE,FALSE
"NY0145319_2021-02-12","PALISADES LAKE TIORATI BEACH",80,"NY0145319","3-3350-00008/00002","NYS OFFICE OF PARKS REC & HISTORIC PRESERVATION","Renewal Treat as New",2021-02-12,"Issued","spdes fast track renewal for # ny0145319",2021-03-31 04:00:00,2021-04-30 04:00:00,FALSE,FALSE
"NY0102806_2023-01-03","TUXEDO HEIGHTS CONDOMINIUM",81,"NY0102806","3-3350-00015/00002","TUXEDO HEIGHTS CONDOMINIUMS ASSOCIATION","Renewal Treat as New",2023-01-03,"Issued","reauthorization of lapsed permit",2023-10-25 04:00:00,2023-11-24 05:00:00,FALSE,FALSE
"NY0031216_2022-05-18","TUXEDO PARK STP",82,"NY0031216","3-3350-00018/00002","VILLAGE OF TUXEDO PARK","Renewal Treat as New",2022-05-18,"Issued","spdes fast track renewal for # ny0031216",2022-06-29 04:00:00,2022-07-29 04:00:00,FALSE,FALSE
"NY0005266_2023-08-11","JCI JONES CHEMICALS INC",83,"NY0005266","3-3354-00045/00002","JCI JONES CHEMICALS, INC.","Renewal Treat as New",2023-08-11,"Issued","spdes fasttrack renewal fro ny0005266",2023-10-11 04:00:00,2023-11-10 05:00:00,FALSE,FALSE
"NY0062448_2022-02-22","MOUNTAIN LAKE PARK",84,"NY0062448","3-3354-00048/00001","TOWN OF WARWICK","Renewal Treat as New",2022-02-22,"Issued","reauthorize discharge w town of warwick as permittee",2023-08-02 04:00:00,2023-09-01 04:00:00,FALSE,FALSE
"NY0021890_2021-07-13","WARWICK SEWER DIS 1 STP",85,"NY0021890","3-3354-00081/00004","TOWN OF WARWICK","Renewal Treat as New",2021-07-13,"Issued","spdes fast track renewal for # ny0021890",2021-07-21 04:00:00,2021-08-20 04:00:00,FALSE,FALSE
"NY0023680_2024-10-09","WARWICK STP",86,"NY0023680","3-3354-00082/00002","VILLAGE OF WARWICK","Modification",2024-10-09,"Issued","correct typographical error - change flow monitoring location from effluent to influent",NA,2025-01-17 05:00:00,FALSE,FALSE
"NYR10D595_2023-10-04","MINISINK VALLEY CENTRAL SCHOOL",87,"NYR10D595","3-3356-00011/00002","MINISINK VALLEY CENTRAL SCHOOL DISTRICT","Renewal Treat as New",2023-10-04,"Issued","spdes fast track renewal for ny0062243",2023-10-18 04:00:00,2023-11-17 05:00:00,FALSE,FALSE
"NY0062243_2023-10-04","MINISINK VALLEY CENTRAL SCHOOL",87,"NY0062243","3-3356-00011/00002","MINISINK VALLEY CENTRAL SCHOOL DISTRICT","Renewal Treat as New",2023-10-04,"Issued","spdes fast track renewal for ny0062243",2023-10-18 04:00:00,2023-11-17 05:00:00,FALSE,FALSE
"NYR00D248_2023-07-12","SLATE HILL MINE",88,"NYR00D248","3-3356-00015/00003","E. TETZ & SONS, LLC","Minor Modification",2023-07-12,"Issued","transfer from e tetz & sons inc to e tetz & sons llc",NA,NA,FALSE,TRUE
"NY0149497_2023-07-12","SLATE HILL MINE",88,"NY0149497","3-3356-00015/00003","E. TETZ & SONS, LLC","Minor Modification",2023-07-12,"Issued","transfer from e tetz & sons inc to e tetz & sons llc",NA,NA,FALSE,TRUE
"NYR00D248_2025-01-03","SLATE HILL MINE",88,"NYR00D248","3-3356-00015/00003","E. TETZ & SONS, LLC","Renewal Treat as New",2025-01-03,"Suspended Indefinitely","spdes ebps for techincal review",NA,NA,FALSE,FALSE
"NY0149497_2025-01-03","SLATE HILL MINE",88,"NY0149497","3-3356-00015/00003","E. TETZ & SONS, LLC","Renewal Treat as New",2025-01-03,"Suspended Indefinitely","spdes ebps for techincal review",NA,NA,FALSE,FALSE
"NY0062278_2020-07-23","WAWAYANDA RIDGEBURY LAKE ACRES SEWER DIS",89,"NY0062278","3-3356-00019/00002","TOWN OF WAWAYANDA","Renewal Treat as New",2020-07-23,"Issued","spdes fast track renewal for # ny0062278",2020-08-19 04:00:00,2020-09-18 04:00:00,FALSE,FALSE
"NY0029149_2022-02-17","WAWAYANDA ROBINN MEADOWS WWTP",90,"NY0029149","3-3356-00020/00002","TOWN OF WAWAYANDA","Renewal Treat as New",2022-02-17,"Issued","ebps modification to add disinfection",2022-02-23 05:00:00,2022-05-02 04:00:00,FALSE,FALSE
"NY0029149_2020-06-09","WAWAYANDA ROBINN MEADOWS WWTP",90,"NY0029149","3-3356-00020/00002","TOWN OF WAWAYANDA","Renewal Treat as New",2020-06-09,"Expired","spdes fast track renewal for # ny0029149",2020-08-12 04:00:00,2020-09-11 04:00:00,FALSE,FALSE
"NYR00G121_2020-01-27","SPEYSIDE QUARRY",91,"NYR00G121","3-3358-00009/00009","SPEYSIDE HOLDINGS LLC","Modification Treat as New",2020-01-27,"Issued","increase mine depth by two benches (100 ft)",2021-04-28 04:00:00,2021-06-01 04:00:00,FALSE,FALSE
"NYR00E350_2020-01-27","SPEYSIDE QUARRY",91,"NYR00E350","3-3358-00009/00009","SPEYSIDE HOLDINGS LLC","Modification Treat as New",2020-01-27,"Issued","increase mine depth by two benches (100 ft)",2021-04-28 04:00:00,2021-06-01 04:00:00,FALSE,FALSE
"NY0081311_2020-01-27","SPEYSIDE QUARRY",91,"NY0081311","3-3358-00009/00009","SPEYSIDE HOLDINGS LLC","Modification Treat as New",2020-01-27,"Issued","increase mine depth by two benches (100 ft)",2021-04-28 04:00:00,2021-06-01 04:00:00,FALSE,FALSE
"NYR00G121_2024-10-23","SPEYSIDE QUARRY",91,"NYR00G121","3-3358-00009/00009","SPEYSIDE HOLDINGS LLC","Renewal Treat as New",2024-10-23,"Completeness Determination Due","spdes fast track renewal for ny0081311",NA,NA,FALSE,FALSE
"NYR00E350_2024-10-23","SPEYSIDE QUARRY",91,"NYR00E350","3-3358-00009/00009","SPEYSIDE HOLDINGS LLC","Renewal Treat as New",2024-10-23,"Completeness Determination Due","spdes fast track renewal for ny0081311",NA,NA,FALSE,FALSE
"NY0081311_2024-10-23","SPEYSIDE QUARRY",91,"NY0081311","3-3358-00009/00009","SPEYSIDE HOLDINGS LLC","Renewal Treat as New",2024-10-23,"Completeness Determination Due","spdes fast track renewal for ny0081311",NA,NA,FALSE,FALSE
"NY0098183_2021-04-21","THEVENET MONTESSORI SCHOOL",92,"NY0098183","3-3358-00024/00001","RJM REAL ESTATE TRUST","Renewal Treat as New",2021-04-21,"Issued","sdpes fast track renewal for # ny0098183",2021-06-23 04:00:00,2021-07-23 04:00:00,FALSE,FALSE
"NY0020478_2024-05-21","WOODBURY VALLEY FORGE SEWER DIS 1 STP",93,"NY0020478","3-3358-00031/00002","VILLAGE OF WOODBURY","Renewal Treat as New",2024-05-21,"Issued","spdes fast track renewal for ny0020478",2024-12-18 05:00:00,2025-01-17 05:00:00,FALSE,FALSE
"NY0030678_2022-03-02","CARMEL HILLSDALE ESTATES STP",94,"NY0030678","3-3720-00006/00002","TOWN OF CARMEL","Minor Modification",2022-03-02,"Issued","correct typographical error",NA,NA,FALSE,FALSE
"NY0031356_2021-12-29","CARMEL SD #2 STP",95,"NY0031356","3-3720-00009/00004","TOWN OF CARMEL","Renewal Treat as New",2021-12-29,"Issued","full technical review for modification and renewal of ny0031356",2023-02-08 05:00:00,2023-03-10 05:00:00,FALSE,FALSE
"NY0098621_2021-02-18","CLEAR POOL CAMP",96,"NY0098621","3-3722-00173/00003","GREEN CHIMNEYS CHILDREN'S SERVICES, INC.","Renewal Treat as New",2021-02-18,"Issued","fast track spdes renewal ny0098621 and transfer",2021-09-22 04:00:00,2021-10-22 04:00:00,FALSE,TRUE
"NY0029017_2021-09-20","COUNTRY MANOR STP",97,"NY0029017","3-3720-00020/00003","TOWN OF CARMEL","Renewal Treat as New",2021-09-20,"Issued","dim and ebps full technical review",2021-11-10 05:00:00,NA,FALSE,FALSE
"NY0026590_2023-12-01","MAHOPAC WWTP",98,"NY0026590","3-3720-00024/00002","NYC DEPT OF ENVIRONMENTAL PROTECTION","Renewal Treat as New",2023-12-01,"Issued","spdes fast track renewal for ny0026590",2024-01-03 05:00:00,2024-02-02 05:00:00,FALSE,FALSE
"NY0096008_2020-06-30","SURPRISE LAKE CAMP",99,"NY0096008","3-3726-00040/00002","SURPRISE LAKE CAMP","Renewal Treat as New",2020-06-30,"Issued","ebps ren/dim spdes ny0096008",2020-07-08 04:00:00,2020-08-07 04:00:00,FALSE,FALSE
"NY0145459_2022-01-27","THE WALTER HOVING HOME",100,"NY0145459","3-3726-00043/00010","THE WALTER HOVING HOME, INC.","Renewal Treat as New",2022-01-27,"Issued","spdes fast track renewal for # ny0145459",2022-02-16 05:00:00,2022-03-18 04:00:00,FALSE,FALSE
"NY0026581_2024-11-25","BREWSTER - V STP",101,"NY0026581","3-3730-00007/00002","VILLAGE OF BREWSTER","Renewal Treat as New",2024-11-25,"Completeness Determination Due","spdes fast track renewal for ny0026581",NA,NA,FALSE,FALSE
"NY0148946_2023-11-20","MOUNT EBO SEWER WORKS",102,"NY0148946","3-3730-00031/00002","LIBERTY UTILITIES (NEW YORK WATER) CORP.","Renewal Treat as New",2023-11-20,"Completeness Determination Due","spdes fast track renewal for ny0148946",NA,NA,FALSE,FALSE
"NY0062570_2020-04-13","BLACKBERRY HILL SANITARY SD STP",103,"NY0062570","3-3730-00043/00002","TOWN OF SOUTHEAST","Renewal Treat as New",2020-04-13,"Issued","spdes fast track renewal for # ny0062570",2020-04-29 04:00:00,2020-05-29 04:00:00,FALSE,FALSE
"NY0110353_2020-12-30","BREWSTER HEIGHTS WWTP",104,"NY0110353","3-3730-00044/00002","TOWN OF SOUTHEAST","Renewal Treat as New",2020-12-30,"Issued","ebps ren-dim  full tech review spdes ny0110353",2021-01-13 05:00:00,2021-02-12 05:00:00,FALSE,FALSE
"NY0037265_2023-11-16","LAKE DEFOREST WATER TREATMENT PLANT",105,"NY0037265","3-3920-00032/00003","VEOLIA WATER NEW YORK, INC.","Renewal Treat as New",2023-11-16,"Issued","spdes fast track renewal for ny0037265",2024-04-10 04:00:00,2024-05-10 04:00:00,FALSE,FALSE
"NYR00A829_2020-11-12","WEST NYACK QUARRY",106,"NYR00A829","3-3920-00054/00020","TILCON NEW YORK INC.","Renewal Treat as New",2020-11-12,"Issued","spdes fast track renewal #ny0110612",2021-02-17 05:00:00,2021-03-19 04:00:00,FALSE,FALSE
"NY0110612_2020-11-12","WEST NYACK QUARRY",106,"NY0110612","3-3920-00054/00020","TILCON NEW YORK INC.","Renewal Treat as New",2020-11-12,"Issued","spdes fast track renewal #ny0110612",2021-02-17 05:00:00,2021-03-19 04:00:00,FALSE,FALSE
"NY0264342_2020-11-30","BOWLINE GENERATING STATION",107,"NY0264342","3-3922-00003/00003","GENON BOWLINE LLC","Minor Modification",2020-11-30,"Issued","transfer to genon bowline llc",NA,NA,FALSE,TRUE
"NY0008010_2020-11-30","BOWLINE GENERATING STATION",107,"NY0008010","3-3922-00003/00003","GENON BOWLINE LLC","Minor Modification",2020-11-30,"Issued","transfer to genon bowline llc",NA,NA,FALSE,TRUE
"NY0264342_2023-12-21","BOWLINE GENERATING STATION",107,"NY0264342","3-3922-00003/00003","BOWLINE GENERATING STATION, LLC","Minor Modification",2023-12-21,"Issued","transfer from genon bowline llc to bowline generating station llc",NA,NA,FALSE,TRUE
"NY0008010_2023-12-21","BOWLINE GENERATING STATION",107,"NY0008010","3-3922-00003/00003","BOWLINE GENERATING STATION, LLC","Minor Modification",2023-12-21,"Issued","transfer from genon bowline llc to bowline generating station llc",NA,NA,FALSE,TRUE
"NY0005231_2024-08-02","TILCON QUARRIES HAVERSTRAW PLANT",108,"NY0005231","3-3922-00018/00032","TILCON NEW YORK INC.","Renewal Treat as New",2024-08-02,"Issued","spdes fast track renewal for ny0005231",2024-12-04 05:00:00,2025-01-03 05:00:00,FALSE,FALSE
"NY0105139_2021-06-02","WILLOW GROVE TRAILER PARK",109,"NY0105139","3-3922-00047/00001","FOUNTAINHEAD PARKS INC","Renewal Treat as New",2021-06-02,"Issued","spdes fast track renewal for # ny0105139",2022-02-02 05:00:00,2022-03-04 05:00:00,FALSE,FALSE
"NYR10N779_2023-05-17","PEARL RIVER CAMPUS LLC",110,"NYR10N779","3-3924-00025/00099","PEARL RIVER CAMPUS LLC","Renewal Treat as New",2023-05-17,"Issued","spdes fast track renewal for ny0004600",2023-08-16 04:00:00,2023-09-15 04:00:00,FALSE,FALSE
"NYR10E331_2023-05-17","PEARL RIVER CAMPUS LLC",110,"NYR10E331","3-3924-00025/00099","PEARL RIVER CAMPUS LLC","Renewal Treat as New",2023-05-17,"Issued","spdes fast track renewal for ny0004600",2023-08-16 04:00:00,2023-09-15 04:00:00,FALSE,FALSE
"NYR10E299_2023-05-17","PEARL RIVER CAMPUS LLC",110,"NYR10E299","3-3924-00025/00099","PEARL RIVER CAMPUS LLC","Renewal Treat as New",2023-05-17,"Issued","spdes fast track renewal for ny0004600",2023-08-16 04:00:00,2023-09-15 04:00:00,FALSE,FALSE
"NYR10E136_2023-05-17","PEARL RIVER CAMPUS LLC",110,"NYR10E136","3-3924-00025/00099","PEARL RIVER CAMPUS LLC","Renewal Treat as New",2023-05-17,"Issued","spdes fast track renewal for ny0004600",2023-08-16 04:00:00,2023-09-15 04:00:00,FALSE,FALSE
"NYR10E065_2023-05-17","PEARL RIVER CAMPUS LLC",110,"NYR10E065","3-3924-00025/00099","PEARL RIVER CAMPUS LLC","Renewal Treat as New",2023-05-17,"Issued","spdes fast track renewal for ny0004600",2023-08-16 04:00:00,2023-09-15 04:00:00,FALSE,FALSE
"NYR00C564_2023-05-17","PEARL RIVER CAMPUS LLC",110,"NYR00C564","3-3924-00025/00099","PEARL RIVER CAMPUS LLC","Renewal Treat as New",2023-05-17,"Issued","spdes fast track renewal for ny0004600",2023-08-16 04:00:00,2023-09-15 04:00:00,FALSE,FALSE
"NY0004600_2023-05-17","PEARL RIVER CAMPUS LLC",110,"NY0004600","3-3924-00025/00099","PEARL RIVER CAMPUS LLC","Renewal Treat as New",2023-05-17,"Issued","spdes fast track renewal for ny0004600",2023-08-16 04:00:00,2023-09-15 04:00:00,FALSE,FALSE
"NY0007579_2025-01-30","LINDE ADVANCED MATERIAL TECHNOLOGIES",111,"NY0007579","3-3924-00027/00002","LINDE ADVANCED MATERIAL TECHNOLOGIES INC.","Renewal Treat as New",2025-01-30,"Completeness Determination Due","spdes fast track renewal for ny0007579",NA,NA,FALSE,FALSE
"NY0027294_2024-11-29","NYS SLOATSBURG-RAMAPO SERVICE AREA",112,"NY0027294","3-3926-00095/00002","NYS THRUWAY AUTHORITY","Renewal Treat as New",2024-11-29,"Discontinued","discontinuance",NA,NA,FALSE,FALSE
"NY0074039_2024-07-29","BAKER CAMP CLUB STP",113,"NY0074039","3-3922-00173/00002","NYS OFFICE OF PARKS REC & HISTORIC PRESERVATION","Renewal Treat as New",2024-07-29,"Final Decision Due","spdes fast track renewal for ny0074039",2024-08-07 04:00:00,2024-09-06 04:00:00,FALSE,FALSE
"NY0090999_2021-10-01","PALISADES BEAR MOUNTAIN STP",114,"NY0090999","3-3928-00017/00002","NYS OFFICE OF PARKS REC & HISTORIC PRESERVATION","Renewal Treat as New",2021-10-01,"Issued","fast track spdes renewal for ny0090999",2021-10-20 04:00:00,2021-11-19 05:00:00,FALSE,FALSE
"NYR00D013_2021-12-08","TILCON -TOMKINS COVE QUARRY",115,"NYR00D013","3-3928-00029/00003","TILCON NEW YORK INC.","Renewal Treat as New",2021-12-08,"Issued","spdes fast track renewal for ny0005240",2022-01-19 05:00:00,2022-02-18 05:00:00,FALSE,FALSE
"NY0005240_2021-12-08","TILCON -TOMKINS COVE QUARRY",115,"NY0005240","3-3928-00029/00003","TILCON NEW YORK INC.","Renewal Treat as New",2021-12-08,"Issued","spdes fast track renewal for ny0005240",2022-01-19 05:00:00,2022-02-18 05:00:00,FALSE,FALSE
"NY0006432_2024-10-07","STONY POINT FACILITY",116,"NY0006432","3-3928-00030/00016","UNITED STATES GYPSUM COMPANY","Renewal Treat as New",2024-10-07,"Issued","spdes fast track renewal for # ny0006432",2024-10-23 04:00:00,2024-11-22 05:00:00,FALSE,FALSE
"NY0036862_2021-07-12","SWISS FOREST SUBDIVISION",117,"NY0036862","3-4822-00018/00002","SWISS FOREST HOMEOWNERS ASSOC","Renewal Treat as New",2021-07-12,"Suspended Indefinitely","spdes fast track rnewal for # ny0036862",NA,NA,FALSE,FALSE
"NY0030694_2021-09-20","LAKE HUNTINGTON SEWER DIST",118,"NY0030694","3-4824-00003/00002","TOWN OF COCHECTON","Renewal Treat as New",2021-09-20,"Issued","spdes fast track renewal for # ny0030694",2022-03-09 05:00:00,2022-04-08 04:00:00,FALSE,FALSE
"NY0148610_2020-03-17","VILLA ROMA RESORT",119,"NY0148610","3-4826-00013/00003","VILLA ROMA RESORT & CONFERENCE CENTER INC","Renewal Treat as New",2020-03-17,"Issued","spdes fast track renewal for # ny0148610",2020-08-12 04:00:00,2020-09-11 04:00:00,FALSE,FALSE
"NY0024538_2021-02-05","LOCH SHELDRAKE WWTP",120,"NY0024538","3-4828-00028/00003","TOWN OF FALLSBURG","Renewal Treat as New",2021-02-05,"Suspended Indefinitely","spdes fast track renewal for # ny0024538",2021-03-31 04:00:00,2021-04-30 04:00:00,FALSE,FALSE
"NY0026468_2021-02-05","LOCH SHELDRAKE WWTP",120,"NY0026468","3-4828-00028/00003","TOWN OF FALLSBURG","Renewal Treat as New",2021-02-05,"Suspended Indefinitely","spdes fast track renewal for # ny0024538",2021-03-31 04:00:00,2021-04-30 04:00:00,FALSE,FALSE
"NY0145696_2023-07-10","MOUNTAIN DALE WWTP",121,"NY0145696","3-4828-00029/00002","TOWN OF FALLSBURG","Renewal Treat as New",2023-07-10,"Issued","spdes fast track renewal for ny0145696",2023-08-02 04:00:00,2023-09-01 04:00:00,FALSE,FALSE
"NY0024520_2021-12-17","SOUTH FALLSBURG WWTP",122,"NY0024520","3-4828-00079/00003","TOWN OF FALLSBURG","Modification Treat as New",2021-12-17,"Incomplete","replace exist 18"""" outfall pipe w/ 24"""" pipe & 1.2 mgd increase in capacity",NA,NA,FALSE,FALSE
"NY0023493_2024-06-04","AVON WWTP",123,"NY0023493","3-4828-00090/00002","TOWN OF FALLSBURG","Renewal Treat as New",2024-06-04,"Written Comments Deadline","spdes fast track renewal for ny0023493",2025-03-05 05:00:00,2025-04-04 04:00:00,FALSE,FALSE
"NY0100897_2023-09-15","VORSTADT PROPERTY",124,"NY0100897","3-4834-00014/00001","TOM & SUSAN VORSTADT","Renewal Treat as New",2023-09-15,"Issued","spdes fast track renewal for ny0100897",2023-09-27 04:00:00,2023-10-27 04:00:00,FALSE,FALSE
"NY0102407_2022-08-04","MAPLECREST",125,"NY0102407","3-4834-00016/00002","GALLAGHER 10 CORP","Renewal Treat as New",2022-08-04,"Issued","spdes fast track renewal for ny0102407",2022-08-24 04:00:00,2022-09-23 04:00:00,FALSE,FALSE
