1241996479	20250506	202505	2025	2025.3452											BUS	COMPANY						BUS			0	060	060	06	2	6.0	6	1	6	-3.16939890710382	0								1	Sudan	SU	SU		16	30	SU	1	Sudan	SU	SU		16	30	SU	20250506020000	https://www.brecorder.com/news/40361137/biafo-industries-limited
1241996480	20250506	202505	2025	2025.3452											BUS	COMPANY						BUS			0	100	100	10	3	-5.0	10	1	10	-3.16939890710382	0								1	Sudan	SU	SU		16	30	SU	1	Sudan	SU	SU		16	30	SU	20250506020000	https://www.brecorder.com/news/40361137/biafo-industries-limited
1241996481	20250506	202505	2025	2025.3452											CAN	ALBERTA	CAN								0	036	036	03	1	4.0	6	3	6	0.52770448548813	0								4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	1	France	FR	FR		46	2	FR	20250506020000	https://www.hampshirechronicle.co.uk/news/national/25139343.albertas-leader-open-referendum-leaving-canada/
1241996482	20250506	202505	2025	2025.3452											CAN	CANADA	CAN								1	042	042	04	1	1.9	2	1	2	3.2442748091603	0								4	Compton, Quebec, Canada	CA	CA10	12748	45.3333	-71.5	-562913	1	United States	US	US		39.828175	-98.5795	US	20250506020000	https://www.blogto.com/eat_drink/2025/05/toronto-restaurants-best-canada/
1241996483	20250506	202505	2025	2025.3452											CAN	CANADA	CAN								1	042	042	04	1	1.9	2	1	2	3.2442748091603	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20250506020000	https://www.blogto.com/eat_drink/2025/05/toronto-restaurants-best-canada/
1241996484	20250506	202505	2025	2025.3452											CHN	CHINA	CHN								1	046	046	04	1	7.0	6	1	6	5.32859680284192	0								4	Guangzhou, Guangdong, China	CH	CH30	13033	23.1167	113.25	-1907161	4	Guangzhou, Guangdong, China	CH	CH30	13033	23.1167	113.25	-1907161	20250506020000	https://en.people.cn/n3/2025/0506/c90000-20310525.html
1241996485	20250506	202505	2025	2025.3452											CHN	CHINA	CHN								1	046	046	04	1	7.0	5	1	4	5.32859680284192	0								4	Guangzhou, Guangdong, China	CH	CH30	13033	23.1167	113.25	-1907161	4	Guangdong, Jilin, China	CH	CH05	13176	42.7683	129.336	10884162	20250506020000	https://en.people.cn/n3/2025/0506/c90000-20310525.html
1241996486	20250506	202505	2025	2025.3452											CHN	CHINA	CHN								1	046	046	04	1	7.0	2	1	2	5.32859680284192	0								4	Guangdong, Jilin, China	CH	CH05	13176	42.7683	129.336	10884162	4	Guangdong, Jilin, China	CH	CH05	13176	42.7683	129.336	10884162	20250506020000	https://en.people.cn/n3/2025/0506/c90000-20310525.html
1241996487	20250506	202505	2025	2025.3452											CHN	CHINA	CHN								0	190	190	19	4	-10.0	2	1	2	-4.99021526418787	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20250506020000	https://www.brecorder.com/news/40361183/with-militaries-upgraded-risks-multiply-in-conflict
1241996488	20250506	202505	2025	2025.3452											CHN	CHINA	CHN								0	190	190	19	4	-10.0	6	1	6	-4.99021526418787	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Golani, Balochistan, Pakistan	PK	PK02	40298	26.0591	62.7709	-2761192	20250506020000	https://www.brecorder.com/news/40361183/with-militaries-upgraded-risks-multiply-in-conflict
1241996489	20250506	202505	2025	2025.3452											CHN	CHINA	CHN								0	190	190	19	4	-10.0	2	1	2	-4.99021526418787	0								4	Golani, Balochistan, Pakistan	PK	PK02	40298	26.0591	62.7709	-2761192	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20250506020000	https://www.brecorder.com/news/40361183/with-militaries-upgraded-risks-multiply-in-conflict
1241996490	20250506	202505	2025	2025.3452											CHRCTH	CATHOLIC				CHR	CTH				1	040	040	04	1	1.0	3	1	3	0.625	0								1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20250506020000	https://www.gdnonline.com:443/Details/1352356/All-cardinals-arrive-for-conclave
1241996491	20250506	202505	2025	2025.3452											CHRCTH	CATHOLIC				CHR	CTH				1	042	042	04	1	1.9	5	1	5	-1.19047619047619	0								1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	20250506020000	https://athens-times.com/vatican-to-disconnect-phones-during-conclave-for-new-pope-election/
1241996492	20250506	202505	2025	2025.3452											CHRCTH	CATHOLIC				CHR	CTH				1	046	046	04	1	7.0	3	1	3	0.625	0								1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20250506020000	https://www.gdnonline.com:443/Details/1352356/All-cardinals-arrive-for-conclave
1241996493	20250506	202505	2025	2025.3452											COP	LAW ENFORCEMENT OFFICER						COP			1	012	012	01	1	-0.4	10	1	10	-2.29681978798587	0								3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	20250506020000	https://www.denverpost.com/2025/05/05/denver-license-plate-readers-flock-cameras/
1241996494	20250506	202505	2025	2025.3452											COP	POLICE CHIEF						COP			1	043	043	04	1	2.8	3	1	3	3.3096926713948	0								1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20250506020000	https://www.postandcourier.com/moultrie-news/moultrie-news/news/outstanding-officers-cited-at-town-hall/article_89089199-0a7d-4a8b-871a-f5098ecef5bf.html
1241996495	20250506	202505	2025	2025.3452											COP	PRISON						COP			1	060	060	06	2	6.0	4	1	4	-3.60934182590234	0								3	Tucson, Arizona, United States	US	USAZ	AZ019	32.2217	-110.926	43534	3	Tucson, Arizona, United States	US	USAZ	AZ019	32.2217	-110.926	43534	20250506020000	https://azcapitoltimes.com/news/2025/05/05/abandoned-marana-prison-sold-back-to-original-owner-for-use-as-private-prison/
1241996496	20250506	202505	2025	2025.3452											COP	PRISON						COP			1	060	060	06	2	6.0	6	1	6	-3.60934182590234	0								2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20250506020000	https://azcapitoltimes.com/news/2025/05/05/abandoned-marana-prison-sold-back-to-original-owner-for-use-as-private-prison/
1241996497	20250506	202505	2025	2025.3452											COP	POLICE						COP			1	061	061	06	2	6.4	4	1	4	-7.1917808219178	0								4	Ludhiana, Punjab, India	IN	IN23	17830	30.9	75.85	-2102840	4	Ludhiana, Punjab, India	IN	IN23	17830	30.9	75.85	-2102840	20250506020000	https://www.tribuneindia.com/news/ludhiana/drug-peddlers-illegal-house-on-mc-land-demolished/
1241996498	20250506	202505	2025	2025.3452											COP	POLICE						COP			1	080	080	08	2	5.0	10	1	10	-17.7215189873418	0								3	Forest Park, Ohio, United States	US	USOH		41.5448	-83.3788	1040569	3	Forest Park, Ohio, United States	US	USOH		41.5448	-83.3788	1040569	20250506020000	https://local12.com/news/local/man-critical-condition-after-forest-park-shooting-shots-fired-shot-gunshot-wound-guns-gun-weapon-northland-village-apartment-complex-victim-suspect-shooter-firearm-warrant-cincinnati-ohio
1241996499	20250506	202505	2025	2025.3452											COP	POLICE						COP			1	1712	171	17	4	-9.2	2	1	2	-7.1917808219178	0								4	Ludhiana, Punjab, India	IN	IN23	17830	30.9	75.85	-2102840	4	Ludhiana, Punjab, India	IN	IN23	17830	30.9	75.85	-2102840	20250506020000	https://www.tribuneindia.com/news/ludhiana/drug-peddlers-illegal-house-on-mc-land-demolished/
1241996500	20250506	202505	2025	2025.3452											CRM	CRIMINAL						CRM			0	051	051	05	1	3.4	1	1	1	-2.73972602739726	0								2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	20250506020000	https://www.wsmv.com/2025/05/05/families-searching-loved-ones-after-ice-raids-south-nashville/
1241996501	20250506	202505	2025	2025.3452											CVL	COMMUNITY						CVL			1	042	042	04	1	1.9	5	1	5	5.79710144927536	0								2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	20250506020000	https://www.yahoo.com/news/community-focus-aaa-hosts-safety-230044686.html
1241996502	20250506	202505	2025	2025.3452											CVL	TOURIST						CVL			0	043	043	04	1	2.8	8	1	8	5.05529225908372	0								4	Siliguri, West Bengal, India	IN	IN28	17951	26.7161	88.4236	-2111079	4	Siliguri, West Bengal, India	IN	IN28	17951	26.7161	88.4236	-2111079	20250506020000	https://www.traveldailymedia.com/radisson-hotel-group-signs-radisson-blu-hotel-siliguri/
1241996503	20250506	202505	2025	2025.3452											CVL	TOURIST						CVL			0	043	043	04	1	2.8	2	1	2	5.05529225908372	0								4	Himalayas, Nepal (general), Nepal	NP	NP00	22364	28	84	-2211269	4	Himalayas, Nepal (general), Nepal	NP	NP00	22364	28	84	-2211269	20250506020000	https://www.traveldailymedia.com/radisson-hotel-group-signs-radisson-blu-hotel-siliguri/
1241996504	20250506	202505	2025	2025.3452											CVL	COMMUNITY						CVL			0	130	130	13	3	-4.4	10	1	10	-2.35910878112713	0								3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	20250506020000	https://www.houstonpublicmedia.org/articles/education/2025/05/05/520594/katy-isd-voters-oust-conservative-board-president-as-newly-elected-trustee-aims-to-eliminate-politicization/
1241996505	20250506	202505	2025	2025.3452											CVL	IMMIGRANT						CVL			0	170	170	17	4	-7.0	4	1	4	-3.83831521739131	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250506020000	https://dailyjournal.net/2025/05/05/protesters-in-franklin-advocate-for-workers-against-trumps-policies/
1241996506	20250506	202505	2025	2025.3452											CVL	IMMIGRANT						CVL			0	170	170	17	4	-7.0	6	1	6	-3.83831521739131	0								2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	20250506020000	https://dailyjournal.net/2025/05/05/protesters-in-franklin-advocate-for-workers-against-trumps-policies/
1241996507	20250506	202505	2025	2025.3452											CVL	VILLAGE						CVL			1	173	173	17	4	-5.0	3	1	3	-2.54129606099111	0								1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20250506020000	https://www.yahoo.com/news/french-resistance-members-reunited-80-011718278.html
1241996508	20250506	202505	2025	2025.3452											DNK	DANE	DNK								1	042	042	04	1	1.9	10	1	10	-2.18978102189781	0								0								0								20250506020000	https://www.channel3000.com/news/dane-county-humane-society-hosts-wildlife-baby-shower/article_aee2555c-912b-4f1b-a0f7-e52bbbd62c6a.html
1241996509	20250506	202505	2025	2025.3452											EDU	SCHOOL						EDU			1	010	010	01	1	0.0	2	1	2	0	0								1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20250506020000	https://hotair.com/headlines/2025/05/05/nyu-bans-dozens-of-pro-palestinian-students-requires-pledge-to-stop-protests-n3802463
1241996510	20250506	202505	2025	2025.3452											EDU	SCHOOL						EDU			1	036	036	03	1	4.0	10	1	10	1.63727959697733	0								1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20250506020000	https://www.cbc.ca/news/canada/prince-edward-island/pei-public-schools-branch-charlottetown-stratford-rezoning-1.7526731
1241996511	20250506	202505	2025	2025.3452											EDU	SCHOOL						EDU			1	040	040	04	1	1.0	6	1	6	9.13978494623656	0								2	Idaho, United States	US	USID		44.2394	-114.51	ID	2	Idaho, United States	US	USID		44.2394	-114.51	ID	20250506020000	https://www.kmvt.com/2025/05/06/magic-valley-schools-celebrate-national-teacher-appreciation-week/
1241996512	20250506	202505	2025	2025.3452											EDU	SCHOOL						EDU			1	043	043	04	1	2.8	10	1	10	-5.96330275229358	0								4	Faridabad, Haryana, India	IN	IN10	70265	28.4333	77.3167	-2095578	4	Faridabad, Haryana, India	IN	IN10	70265	28.4333	77.3167	-2095578	20250506020000	https://www.tribuneindia.com/news/haryana/class-x-student-raped-in-moving-car-in-faridabad/
1241996513	20250506	202505	2025	2025.3452											EDU	STUDENT						EDU			1	043	043	04	1	2.8	10	1	10	1.63727959697733	0								1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20250506020000	https://www.cbc.ca/news/canada/prince-edward-island/pei-public-schools-branch-charlottetown-stratford-rezoning-1.7526731
1241996514	20250506	202505	2025	2025.3452											EDU	SCHOOL						EDU			0	051	051	05	1	3.4	5	1	5	-1.16618075801749	0								2	Colorado, United States	US	USCO		39.0646	-105.327	CO	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	20250506020000	https://www.summitdaily.com/news/what-will-you-do-to-retain-your-own-summit-school-employees-call-on-district-to-consider-property-tax-ballot-measure/
1241996515	20250506	202505	2025	2025.3452											EDU	STUDENT						EDU			1	057	057	05	1	8.0	15	1	10	0	0								1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20250506020000	https://hotair.com/headlines/2025/05/05/nyu-bans-dozens-of-pro-palestinian-students-requires-pledge-to-stop-protests-n3802463
1241996516	20250506	202505	2025	2025.3452											EDU	SCHOOL						EDU			0	071	071	07	2	7.4	3	1	3	-1.16618075801749	0								3	Idaho Springs, Colorado, United States	US	USCO		39.7425	-105.514	204710	3	Idaho Springs, Colorado, United States	US	USCO		39.7425	-105.514	204710	20250506020000	https://www.summitdaily.com/news/what-will-you-do-to-retain-your-own-summit-school-employees-call-on-district-to-consider-property-tax-ballot-measure/
1241996517	20250506	202505	2025	2025.3452											EDU	SCHOOL						EDU			0	071	071	07	2	7.4	2	1	2	-1.16618075801749	0								2	Colorado, United States	US	USCO		39.0646	-105.327	CO	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	20250506020000	https://www.summitdaily.com/news/what-will-you-do-to-retain-your-own-summit-school-employees-call-on-district-to-consider-property-tax-ballot-measure/
1241996518	20250506	202505	2025	2025.3452											EDU	SCHOOL						EDU			1	110	110	11	3	-2.0	10	1	10	1.18918918918919	0								2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20250506020000	https://azcapitoltimes.com/news/2025/05/05/education-groups-announce-opposition-campaign-against-school-choice-on-proposition-123/
1241996519	20250506	202505	2025	2025.3452											EDU	SCHOOL						EDU			0	140	140	14	3	-6.5	10	1	10	0	0								1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20250506020000	https://hotair.com/headlines/2025/05/05/nyu-bans-dozens-of-pro-palestinian-students-requires-pledge-to-stop-protests-n3802463
1241996520	20250506	202505	2025	2025.3452											ESP	SPAIN	ESP								0	043	043	04	1	2.8	8	1	8	5.42797494780793	0								4	Goleta, Asturias, Spain	SP	SP34	25787	43.3742	-5.28357	-384115	4	Goleta, Asturias, Spain	SP	SP34	25787	43.3742	-5.28357	-384115	20250506020000	https://www.independent.com/2025/05/05/councilmember-jennifer-smith-holds-her-first-coffee-and-community-at-home-plate-grill/
1241996521	20250506	202505	2025	2025.3452											ESP	TOLEDO	ESP								1	043	043	04	1	2.8	1	1	1	-3.55329949238579	0								2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	20250506020000	http://www.chronline.com/stories/julie-mcdonald-ezra-meeker-visits-toledo-to-set-the-record-straight,380239
1241996522	20250506	202505	2025	2025.3452											ESP	TOLEDO	ESP								1	043	043	04	1	2.8	3	1	3	-3.55329949238579	0								2	Oregon, United States	US	USOR		44.5672	-122.127	OR	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	20250506020000	http://www.chronline.com/stories/julie-mcdonald-ezra-meeker-visits-toledo-to-set-the-record-straight,380239
1241996523	20250506	202505	2025	2025.3452											ESPCOP	SPAIN	ESP					COP			1	043	043	04	1	2.8	1	1	1	3.3096926713948	0								1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20250506020000	https://www.postandcourier.com/moultrie-news/moultrie-news/news/outstanding-officers-cited-at-town-hall/article_89089199-0a7d-4a8b-871a-f5098ecef5bf.html
1241996524	20250506	202505	2025	2025.3452											ESPGOV	SPAIN	ESP					GOV			0	043	043	04	1	2.8	1	1	1	5.42797494780793	0								4	Goleta, Asturias, Spain	SP	SP34	25787	43.3742	-5.28357	-384115	4	Goleta, Asturias, Spain	SP	SP34	25787	43.3742	-5.28357	-384115	20250506020000	https://www.independent.com/2025/05/05/councilmember-jennifer-smith-holds-her-first-coffee-and-community-at-home-plate-grill/
1241996525	20250506	202505	2025	2025.3452											FRA	LOIRE VALLEY	FRA								1	042	042	04	1	1.9	10	1	10	1.38888888888889	0								1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20250506020000	https://www.fodors.com/community/europe/first-time-europe-trip-italy-france-and-spain-need-itinerary-tips-1730821/
1241996526	20250506	202505	2025	2025.3452											FRA	PARIS	FRA								0	043	043	04	1	2.8	1	1	1	-2.54129606099111	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20250506020000	https://www.yahoo.com/news/french-resistance-members-reunited-80-011718278.html
1241996527	20250506	202505	2025	2025.3452											GBR	WALES	GBR								1	042	042	04	1	1.9	6	1	6	2.92307692307692	0								2	Missouri, United States	US	USMO		38.4623	-92.302	MO	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	20250506020000	https://www.vogue.com/article/fka-twigs-met-gala-2025
1241996528	20250506	202505	2025	2025.3452											GOV	PREMIER						GOV			0	040	040	04	1	1.0	10	1	10	-7.6086956521739	0								4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20250506020000	https://www.brecorder.com/news/40361217/pm-orders-crackdown-on-tax-evasion-under-invoicing
1241996529	20250506	202505	2025	2025.3452											GOV	GOVERNMENT						GOV			0	040	040	04	1	1.0	30	3	30	0.52770448548813	0								4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20250506020000	https://www.hampshirechronicle.co.uk/news/national/25139343.albertas-leader-open-referendum-leaving-canada/
1241996530	20250506	202505	2025	2025.3452											GOV	GOVERNMENT						GOV			0	040	040	04	1	1.0	10	1	10	0.79365079365079	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20250506020000	https://www.advanced-television.com/2025/05/06/clarity-sought-on-us-film-production-tariffs/
1241996531	20250506	202505	2025	2025.3452											GOV	GOVERNMENT						GOV			0	042	042	04	1	1.9	10	1	10	-1.87207488299532	0								4	Telangana, Andhra Pradesh, India	IN	IN02	17568	18	79.5	-2112824	4	Telangana, Andhra Pradesh, India	IN	IN02	17568	18	79.5	-2112824	20250506020000	https://www.hindustantimes.com/cities/mumbai-news/scst-funds-are-never-released-in-full-by-the-finance-department-101746471347386.html
